Frequency (Hz)	Level (dB)
102.619171	-58.692348
102.955627	-58.741077
103.292084	-59.233261
103.628540	-58.802193
103.964996	-57.535255
104.301453	-56.396107
104.637909	-54.767063
104.974365	-54.218182
105.310822	-54.556099
105.647278	-54.544785
105.983734	-53.590527
106.320190	-52.921402
106.656647	-53.456501
106.993103	-54.318047
107.329559	-54.709221
107.666016	-55.079842
108.002472	-55.518059
108.338928	-56.524727
108.675385	-56.447926
109.011841	-56.264175
109.348297	-55.915096
109.684753	-55.729927
110.021210	-56.927261
110.357666	-58.218765
110.694122	-59.383392
111.030579	-60.312756
111.367035	-61.089813
111.703491	-61.564682
112.039948	-60.951294
112.376404	-59.897942
112.712860	-59.797653
113.049316	-60.734867
113.385773	-62.176521
113.722229	-63.226620
114.058685	-63.127724
114.395142	-63.218708
114.731598	-62.985062
115.068054	-61.715096
115.404510	-61.280201
115.740967	-61.710361
116.077423	-62.000607
116.413879	-63.090137
116.750336	-63.812611
117.086792	-63.317902
117.423248	-63.547112
117.759705	-64.271576
118.096161	-64.529968
118.432617	-64.600960
118.769073	-65.080215
119.105530	-65.404274
119.441986	-65.537064
119.778442	-65.529800
120.114899	-65.303764
120.451355	-65.572029
120.787811	-65.968864
121.124268	-65.802017
121.460724	-65.470673
121.797180	-65.193794
122.133636	-65.068649
122.470093	-64.846336
122.806549	-64.874413
123.143005	-64.760483
123.479462	-64.919380
123.815918	-65.290283
124.152374	-65.018837
124.488831	-64.557648
124.825287	-64.692650
125.161743	-64.968430
125.498199	-64.416100
125.834656	-63.836025
126.171112	-64.370354
126.507568	-65.163673
126.844025	-65.242531
127.180481	-64.672226
127.516937	-64.090256
127.853394	-64.110390
128.189850	-64.574799
128.526306	-64.937210
128.862762	-64.795639
129.199219	-64.945633
129.535675	-64.911537
129.872131	-65.151520
130.208588	-65.030853
130.545044	-64.443176
130.881500	-64.006554
131.217957	-64.510567
131.554413	-64.717651
131.890869	-64.595398
132.227325	-64.512787
132.563782	-65.027336
132.900238	-64.911774
133.236694	-64.448143
133.573151	-64.406075
133.909607	-64.204262
134.246063	-64.086273
134.582520	-64.126961
134.918976	-64.401894
135.255432	-64.234871
135.591888	-64.123734
135.928345	-63.812664
136.264801	-63.837326
136.601257	-64.194061
136.937714	-64.001038
137.274170	-64.213791
137.610626	-63.596123
137.947083	-62.693691
138.283539	-62.691254
138.619995	-63.055805
138.956451	-62.977055
139.292908	-62.378876
139.629364	-62.480610
139.965820	-62.895786
140.302277	-63.272633
140.638733	-63.021168
140.975189	-62.307468
141.311646	-61.574715
141.648102	-60.547894
141.984558	-59.757240
142.321014	-56.910297
142.657471	-52.266411
142.993927	-51.926640
143.330383	-52.781139
143.666840	-53.717079
144.003296	-54.593788
144.339752	-56.586929
144.676208	-58.677006
145.012665	-59.749565
145.349121	-60.754574
145.685577	-60.912842
146.022034	-60.744255
146.358490	-61.032402
146.694946	-60.978519
147.031403	-60.941380
147.367859	-60.242260
147.704315	-60.252113
148.040771	-59.969124
148.377228	-59.439693
148.713684	-59.423843
149.050140	-60.180611
149.386597	-60.844025
149.723053	-60.723724
150.059509	-60.796974
150.395966	-60.866886
150.732422	-60.102028
151.068878	-59.657997
151.405334	-59.788521
151.741791	-59.827732
152.078247	-59.550858
152.414703	-59.579826
152.751160	-58.908321
153.087616	-59.449757
153.424072	-59.774055
153.760529	-60.139000
154.096985	-60.842400
154.433441	-61.159100
154.769897	-61.762531
155.106354	-62.086411
155.442810	-62.150490
155.779266	-61.414925
156.115723	-61.223602
156.452179	-61.249451
156.788635	-60.984146
157.125092	-60.716423
157.461548	-60.761684
157.798004	-59.962955
158.134460	-60.485989
158.470917	-61.163414
158.807373	-61.047897
159.143829	-61.264282
159.480286	-61.145988
159.816742	-60.560902
160.153198	-60.367283
160.489655	-60.207397
160.826111	-59.883640
161.162567	-59.564583
161.499023	-60.035809
161.835480	-60.200443
162.171936	-59.858021
162.508392	-59.586044
162.844849	-59.230419
163.181305	-59.506500
163.517761	-59.646950
163.854218	-59.986721
164.190674	-60.451183
164.527130	-60.195408
164.863586	-60.726135
165.200043	-61.404964
165.536499	-61.511086
165.872955	-61.130543
166.209412	-61.549320
166.545868	-61.234844
166.882324	-60.942852
167.218781	-60.738644
167.555237	-60.488403
167.891693	-60.188374
168.228149	-59.828331
168.564606	-59.218975
168.901062	-59.214859
169.237518	-58.947834
169.573975	-57.900902
169.910431	-57.182587
170.246887	-57.160175
170.583344	-57.955307
170.919800	-58.603382
171.256256	-58.711742
171.592712	-58.498856
171.929169	-59.537510
172.265625	-60.046032
172.602081	-59.706978
172.938538	-60.606644
173.274994	-60.443066
173.611450	-60.519398
173.947906	-61.105804
174.284363	-61.310570
174.620819	-61.444450
174.957275	-61.617313
175.293732	-61.018398
175.630188	-61.465401
175.966644	-61.256126
176.303101	-61.143932
176.639557	-60.943420
176.976013	-61.347919
177.312469	-61.615433
177.648926	-61.256458
177.985382	-61.188683
178.321838	-61.474266
178.658295	-61.234383
178.994751	-60.641636
179.331207	-60.624775
179.667664	-60.032928
180.004120	-59.671379
180.340576	-59.304504
180.677032	-58.851143
181.013489	-59.106888
181.349945	-60.169094
181.686401	-59.841953
182.022858	-59.361286
182.359314	-59.937000
182.695770	-59.750645
183.032227	-59.736340
183.368683	-60.062946
183.705139	-60.373169
184.041595	-60.445190
184.378052	-60.297279
184.714508	-60.132458
185.050964	-59.847576
185.387421	-59.844460
185.723877	-58.977215
186.060333	-59.183762
186.396790	-59.195805
186.733246	-58.931786
187.069702	-58.561707
187.406158	-58.510975
187.742615	-57.868759
188.079071	-57.683758
188.415527	-57.139843
188.751984	-56.508270
189.088440	-56.012154
189.424896	-55.207920
189.761353	-55.004456
190.097809	-54.362995
190.434265	-53.763332
190.770721	-52.464909
191.107178	-51.306717
191.443634	-50.235043
191.780090	-49.284924
192.116547	-49.202450
192.453003	-48.996082
192.789459	-49.754898
193.125916	-51.687866
193.462372	-52.569527
193.798828	-52.766911
194.135284	-53.570908
194.471741	-54.788143
194.808197	-56.195320
195.144653	-57.628166
195.481110	-58.359119
195.817566	-58.000389
196.154022	-58.183640
196.490479	-58.601891
196.826935	-58.320950
197.163391	-58.484821
197.499847	-58.519024
197.836304	-58.437897
198.172760	-58.654434
198.509216	-58.989395
198.845673	-59.716877
199.182129	-60.664707
199.518585	-61.143070
199.855042	-60.920315
200.191498	-61.215233
200.527954	-61.796379
200.864410	-61.748959
201.200867	-61.583973
201.537323	-61.301388
201.873779	-61.734924
202.210236	-61.708336
202.546692	-61.548275
202.883148	-61.724037
203.219604	-62.047844
203.556061	-62.223953
203.892517	-61.720764
204.228973	-61.950222
204.565430	-62.162582
204.901886	-61.797607
205.238342	-61.779755
205.574799	-62.363304
205.911255	-62.203812
206.247711	-62.214001
206.584167	-62.413254
206.920624	-62.520039
207.257080	-62.807472
207.593536	-62.705143
207.929993	-62.594074
208.266449	-62.460140
208.602905	-62.410107
208.939362	-62.570175
209.275818	-63.021202
209.612274	-62.857338
209.948730	-62.887924
210.285187	-63.071690
210.621643	-63.148811
210.958099	-62.898098
211.294556	-63.294582
211.631012	-63.137886
211.967468	-62.927628
212.303925	-63.167648
212.640381	-63.228954
212.976837	-63.000309
213.313293	-62.735668
213.649750	-62.826977
213.986206	-62.909946
214.322662	-62.497375
214.659119	-62.125717
214.995575	-62.194443
215.332031	-61.849968
215.668488	-62.043201
216.004944	-62.698448
216.341400	-62.587994
216.677856	-62.503414
217.014313	-62.418079
217.350769	-62.791878
217.687225	-62.597858
218.023682	-63.391632
218.360138	-63.025002
218.696594	-62.514580
219.033051	-62.979012
219.369507	-62.652824
219.705963	-62.042480
220.042419	-62.386868
220.378876	-63.208519
220.715332	-62.677834
221.051788	-61.958881
221.388245	-61.892754
221.724701	-61.834522
222.061157	-62.093414
222.397614	-62.149311
222.734070	-62.076271
223.070526	-61.991341
223.406982	-62.208652
223.743439	-62.888283
224.079895	-62.513626
224.416351	-62.100155
224.752808	-62.128788
225.089264	-61.853477
225.425720	-62.016415
225.762177	-62.113201
226.098633	-62.121723
226.435089	-61.465233
226.771545	-61.385998
227.108002	-61.243942
227.444458	-60.689339
227.780914	-60.288490
228.117371	-60.073185
228.453827	-60.131485
228.790283	-59.674129
229.126740	-60.237377
229.463196	-60.446781
229.799652	-59.705368
230.136108	-59.750732
230.472565	-60.422531
230.809021	-59.713154
231.145477	-59.778782
231.481934	-60.274292
231.818390	-60.624916
232.154846	-61.126858
232.491302	-61.473198
232.827759	-61.846542
233.164215	-61.831745
233.500671	-61.997448
233.837128	-61.967064
234.173584	-61.588383
234.510040	-61.386726
234.846497	-61.369473
235.182953	-61.064411
235.519409	-61.046936
235.855865	-60.529922
236.192322	-60.144051
236.528778	-60.022724
236.865234	-60.055969
237.201691	-59.894619
237.538147	-59.841049
237.874603	-59.351166
238.211060	-59.741367
238.547516	-59.501678
238.883972	-59.800480
239.220428	-60.159821
239.556885	-60.394054
239.893341	-59.832947
240.229797	-59.640457
240.566254	-58.898590
240.902710	-58.665947
241.239166	-59.475735
241.575623	-59.085094
241.912079	-58.860641
242.248535	-58.784779
242.584991	-58.761051
242.921448	-58.826279
243.257904	-59.025002
243.594360	-58.818264
243.930817	-58.502121
244.267273	-59.167648
244.603729	-59.481300
244.940186	-58.653179
245.276642	-57.486290
245.613098	-57.352879
245.949554	-57.755150
246.286011	-57.723969
246.622467	-57.153301
246.958923	-56.872585
247.295380	-56.595467
247.631836	-56.332592
247.968292	-56.135838
248.304749	-55.973492
248.641205	-55.729465
248.977661	-55.165920
249.314117	-54.778019
249.650574	-54.323692
249.987030	-54.260452
250.323486	-55.199665
250.659943	-56.122612
250.996399	-56.522221
251.332855	-56.506344
251.669312	-57.147343
252.005768	-57.765621
252.342224	-57.548954
252.678680	-57.453224
253.015137	-57.128708
253.351593	-56.782944
253.688049	-56.628242
254.024506	-55.653160
254.360962	-55.850914
254.697418	-56.646065
255.033875	-57.082222
255.370331	-56.417397
255.706787	-55.304688
256.043243	-54.676846
256.379700	-55.015797
256.716156	-54.904194
257.052612	-54.830296
257.389069	-54.659180
257.725525	-54.175224
258.061981	-54.267723
258.398438	-54.146477
258.734894	-54.342262
259.071350	-55.862480
259.407806	-56.671429
259.744263	-57.632118
260.080719	-57.599228
260.417175	-57.541309
260.753632	-58.227226
261.090088	-58.221054
261.426544	-57.647598
261.763000	-58.385075
262.099457	-58.745754
262.435913	-58.171505
262.772369	-58.692368
263.108826	-58.833485
263.445282	-59.344715
263.781738	-59.919239
264.118195	-59.967224
264.454651	-59.603210
264.791107	-59.552246
265.127563	-59.787426
265.464020	-60.700188
265.800476	-60.841763
266.136932	-61.114117
266.473389	-60.822506
266.809845	-60.676636
267.146301	-61.057377
267.482758	-61.288631
267.819214	-61.004093
268.155670	-60.552132
268.492126	-60.332172
268.828583	-59.931984
269.165039	-60.191635
269.501495	-60.040226
269.837952	-59.542549
270.174408	-59.463959
270.510864	-59.814865
270.847321	-59.646641
271.183777	-60.043388
271.520233	-59.540646
271.856689	-58.925606
272.193146	-59.070908
272.529602	-59.763206
272.866058	-60.558891
273.202515	-60.761936
273.538971	-60.241287
273.875427	-60.737488
274.211884	-60.692085
274.548340	-61.105999
274.884796	-60.683407
275.221252	-60.753361
275.557709	-60.629585
275.894165	-60.362019
276.230621	-59.559406
276.567078	-59.329288
276.903534	-58.439491
277.239990	-57.856411
277.576447	-59.442223
277.912903	-61.300186
278.249359	-61.382969
278.585815	-61.844776
278.922272	-62.836956
279.258728	-63.054989
279.595184	-62.547157
279.931641	-62.576008
280.268097	-62.547680
280.604553	-62.682945
280.941010	-62.592865
281.277466	-62.449993
281.613922	-62.719761
281.950378	-62.167400
282.286835	-62.426281
282.623291	-62.591156
282.959747	-62.079708
283.296204	-62.373119
283.632660	-62.689705
283.969116	-62.236488
284.305573	-62.590061
284.642029	-62.713398
284.978485	-62.568989
285.314941	-62.133835
285.651398	-62.873924
285.987854	-63.820644
286.324310	-63.336277
286.660767	-63.326283
286.997223	-63.259388
287.333679	-63.864147
287.670135	-63.605270
288.006592	-63.058296
288.343048	-63.787594
288.679504	-63.929802
289.015961	-63.988537
289.352417	-63.541775
289.688873	-63.565090
290.025330	-64.203285
290.361786	-63.999229
290.698242	-63.614033
291.034698	-63.435184
291.371155	-62.831505
291.707611	-62.305748
292.044067	-62.035133
292.380524	-62.721359
292.716980	-63.411423
293.053436	-63.092644
293.389893	-62.926521
293.726349	-63.274971
294.062805	-63.651932
294.399261	-63.617069
294.735718	-63.600124
295.072174	-63.851254
295.408630	-63.529976
295.745087	-63.438419
296.081543	-63.601875
296.417999	-63.587734
296.754456	-64.228172
297.090912	-63.920715
297.427368	-64.089134
297.763824	-64.645576
298.100281	-64.556656
298.436737	-64.679405
298.773193	-65.500153
299.109650	-65.473297
299.446106	-64.732986
299.782562	-64.888680
300.119019	-65.118172
300.455475	-65.193192
300.791931	-64.937668
301.128387	-64.495682
301.464844	-64.712326
301.801300	-64.786987
302.137756	-64.654228
302.474213	-64.926018
302.810669	-64.981178
303.147125	-64.598358
303.483582	-64.277557
303.820038	-64.576279
304.156494	-64.246735
304.492950	-63.909977
304.829407	-64.161270
305.165863	-64.681564
305.502319	-64.512764
305.838776	-63.986958
306.175232	-63.757130
306.511688	-63.518768
306.848145	-63.283321
307.184601	-62.881618
307.521057	-62.793415
307.857513	-62.584190
308.193970	-61.791046
308.530426	-61.792915
308.866882	-62.010899
309.203339	-62.044239
309.539795	-62.689980
309.876251	-63.143379
310.212708	-63.067707
310.549164	-63.121555
310.885620	-63.334736
311.222076	-63.868633
311.558533	-63.656002
311.894989	-63.121086
312.231445	-63.085354
312.567902	-63.455219
312.904358	-63.608551
313.240814	-64.171265
313.577271	-64.156441
313.913727	-64.095627
314.250183	-63.987736
314.586639	-63.576584
314.923096	-63.448105
315.259552	-63.396793
315.596008	-63.229744
315.932465	-63.182838
316.268921	-63.743015
316.605377	-63.976223
316.941833	-63.938393
317.278290	-64.137794
317.614746	-64.612144
317.951202	-63.649796
318.287659	-63.006435
318.624115	-63.038414
318.960571	-62.903034
319.297028	-63.524582
319.633484	-63.078835
319.969940	-63.103924
320.306396	-62.788063
320.642853	-62.427551
320.979309	-62.279701
321.315765	-62.339794
321.652222	-62.115028
321.988678	-62.452751
322.325134	-62.341000
322.661591	-61.759525
322.998047	-61.812935
323.334503	-62.789394
323.670959	-62.607361
324.007416	-62.658707
324.343872	-62.355030
324.680328	-62.040733
325.016785	-61.642933
325.353241	-60.863159
325.689697	-60.596313
326.026154	-60.412865
326.362610	-61.328693
326.699066	-61.052040
327.035522	-60.944698
327.371979	-60.681553
327.708435	-60.981750
328.044891	-61.662251
328.381348	-61.387810
328.717804	-61.457310
329.054260	-60.834408
329.390717	-61.014629
329.727173	-61.001995
330.063629	-60.360847
330.400085	-59.918816
330.736542	-60.133133
331.072998	-60.655762
331.409454	-61.363464
331.745911	-60.679268
332.082367	-60.194229
332.418823	-59.440453
332.755280	-59.676674
333.091736	-59.884903
333.428192	-58.891987
333.764648	-58.757942
334.101105	-58.898411
334.437561	-58.874817
334.774017	-58.548054
335.110474	-58.372517
335.446930	-57.572681
335.783386	-56.988419
336.119843	-56.551449
336.456299	-56.106441
336.792755	-55.256939
337.129211	-55.687248
337.465668	-55.501755
337.802124	-55.558475
338.138580	-55.256786
338.475037	-55.082188
338.811493	-54.316780
339.147949	-53.635735
339.484406	-54.138607
339.820862	-54.248837
340.157318	-54.587868
340.493774	-53.997211
340.830231	-53.745449
341.166687	-54.201469
341.503143	-53.966835
341.839600	-54.460480
342.176056	-54.879578
342.512512	-55.031555
342.848969	-55.239548
343.185425	-55.756767
343.521881	-56.433609
343.858337	-56.168617
344.194794	-56.202316
344.531250	-56.802635
344.867706	-57.145950
345.204163	-57.908993
345.540619	-58.174252
345.877075	-57.478001
346.213531	-57.145660
346.549988	-57.141846
346.886444	-57.499184
347.222900	-57.975052
347.559357	-58.220772
347.895813	-58.141628
348.232269	-58.093769
348.568726	-57.804970
348.905182	-57.771175
349.241638	-58.063766
349.578094	-57.338776
349.914551	-57.379322
350.251007	-58.036770
350.587463	-57.744141
350.923920	-57.449318
351.260376	-57.599678
351.596832	-57.770626
351.933289	-57.768353
352.269745	-57.628281
352.606201	-57.485992
352.942657	-58.078457
353.279114	-58.528091
353.615570	-58.595810
353.952026	-58.247665
354.288483	-58.468540
354.624939	-58.594948
354.961395	-58.799908
355.297852	-58.826511
355.634308	-59.020008
355.970764	-59.113865
356.307220	-59.220531
356.643677	-59.815994
356.980133	-59.687424
357.316589	-59.626217
357.653046	-59.322964
357.989502	-59.238308
358.325958	-59.579967
358.662415	-59.287308
358.998871	-59.730591
359.335327	-59.485962
359.671783	-59.069698
360.008240	-58.782223
360.344696	-59.071270
360.681152	-59.645786
361.017609	-59.479134
361.354065	-59.358025
361.690521	-59.294102
362.026978	-59.494598
362.363434	-59.724060
362.699890	-59.406578
363.036346	-59.887608
363.372803	-59.855980
363.709259	-59.212433
364.045715	-58.709995
364.382172	-58.325012
364.718628	-58.733826
365.055084	-58.483955
365.391541	-58.674469
365.727997	-58.570759
366.064453	-58.428509
366.400909	-58.308800
366.737366	-58.605732
367.073822	-58.966579
367.410278	-58.399574
367.746735	-58.444649
368.083191	-58.586395
368.419647	-58.650684
368.756104	-59.074787
369.092560	-58.862083
369.429016	-58.568645
369.765472	-58.712688
370.101929	-58.722855
370.438385	-58.616920
370.774841	-57.847855
371.111298	-58.034286
371.447754	-58.279480
371.784210	-58.714691
372.120667	-58.144447
372.457123	-58.063679
372.793579	-58.297195
373.130035	-57.603497
373.466492	-57.787930
373.802948	-57.876263
374.139404	-57.468704
374.475861	-57.315411
374.812317	-57.270557
375.148773	-57.708149
375.485229	-57.429783
375.821686	-56.759495
376.158142	-56.447132
376.494598	-56.121891
376.831055	-56.052513
377.167511	-56.182789
377.503967	-55.770733
377.840424	-55.589897
378.176880	-55.092129
378.513336	-54.585239
378.849792	-53.747917
379.186249	-53.259857
379.522705	-53.595669
379.859161	-52.970779
380.195618	-52.084106
380.532074	-51.661510
380.868530	-51.104065
381.204987	-51.035618
381.541443	-50.988575
381.877899	-50.794785
382.214355	-50.362465
382.550812	-50.788654
382.887268	-51.086826
383.223724	-51.419327
383.560181	-51.720585
383.896637	-51.615898
384.233093	-51.802597
384.569550	-51.897209
384.906006	-51.696899
385.242462	-51.563374
385.578918	-51.825062
385.915375	-52.352348
386.251831	-52.606804
386.588287	-52.302334
386.924744	-53.003170
387.261200	-52.994110
387.597656	-52.454666
387.934113	-52.706516
388.270569	-53.028683
388.607025	-53.599190
388.943481	-53.824139
389.279938	-53.677971
389.616394	-54.252140
389.952850	-54.158234
390.289307	-54.137501
390.625763	-54.035088
390.962219	-54.138680
391.298676	-54.252697
391.635132	-54.434689
391.971588	-54.360523
392.308044	-55.206806
392.644501	-55.500061
392.980957	-56.167618
393.317413	-56.672489
393.653870	-57.172455
393.990326	-57.023399
394.326782	-56.193443
394.663239	-56.116352
394.999695	-56.580208
395.336151	-56.589844
395.672607	-56.636917
396.009064	-56.323277
396.345520	-56.355862
396.681976	-56.641617
397.018433	-57.202778
397.354889	-57.102310
397.691345	-56.936016
398.027802	-56.644314
398.364258	-56.660522
398.700714	-57.033234
399.037170	-57.596478
399.373627	-56.979507
399.710083	-56.594631
400.046539	-56.875454
400.382996	-57.250614
400.719452	-57.255260
401.055908	-57.513985
401.392365	-57.142475
401.728821	-56.882710
402.065277	-57.198814
402.401733	-57.542198
402.738190	-57.995399
403.074646	-58.127842
403.411102	-57.962761
403.747559	-57.713337
404.084015	-57.872902
404.420471	-58.276188
404.756927	-58.145176
405.093384	-57.949593
405.429840	-57.881634
405.766296	-57.901325
406.102753	-58.547268
406.439209	-58.879848
406.775665	-58.276489
407.112122	-57.617104
407.448578	-57.848671
407.785034	-58.129356
408.121490	-58.247833
408.457947	-57.962227
408.794403	-57.787777
409.130859	-57.431946
409.467316	-57.330490
409.803772	-57.429138
410.140228	-57.325207
410.476685	-57.614792
410.813141	-57.383667
411.149597	-57.176292
411.486053	-57.467144
411.822510	-57.404064
412.158966	-56.734859
412.495422	-56.480663
412.831879	-56.460716
413.168335	-56.637371
413.504791	-56.490936
413.841248	-56.543819
414.177704	-56.908333
414.514160	-56.755337
414.850616	-56.573498
415.187073	-56.707123
415.523529	-56.904991
415.859985	-56.949184
416.196442	-57.276443
416.532898	-57.447460
416.869354	-57.491516
417.205811	-57.754284
417.542267	-57.447189
417.878723	-57.646191
418.215179	-57.710152
418.551636	-57.927109
418.888092	-57.391495
419.224548	-57.023930
419.561005	-56.878223
419.897461	-57.312210
420.233917	-57.113464
420.570374	-56.713562
420.906830	-56.572777
421.243286	-56.565777
421.579742	-56.751514
421.916199	-56.384472
422.252655	-56.477859
422.589111	-56.384277
422.925568	-56.329826
423.262024	-56.729588
423.598480	-57.340496
423.934937	-57.494274
424.271393	-57.558903
424.607849	-57.458069
424.944305	-57.075493
425.280762	-56.401314
425.617218	-56.171791
425.953674	-56.279648
426.290131	-56.865307
426.626587	-57.159531
426.963043	-57.159252
