Frequency (Hz)	Level (dB)
72.674561	-57.505997
73.347473	-58.366840
74.020386	-58.205029
74.693298	-56.578770
75.366211	-57.387577
76.039124	-57.860714
76.712036	-57.660427
77.384949	-57.210506
78.057861	-56.575596
78.730774	-57.423897
79.403687	-57.807167
80.076599	-55.225292
80.749512	-54.868053
81.422424	-57.403801
82.095337	-58.949802
82.768250	-58.797707
83.441162	-58.095917
84.114075	-57.157570
84.786987	-56.070866
85.459900	-56.729282
86.132812	-58.296852
86.805725	-58.596966
87.478638	-58.807705
88.151550	-59.213223
88.824463	-59.005634
89.497375	-59.419403
90.170288	-59.351215
90.843201	-58.894314
91.516113	-58.638855
92.189026	-58.962601
92.861938	-58.940216
93.534851	-58.720959
94.207764	-58.781467
94.880676	-58.359009
95.553589	-57.338638
96.226501	-52.037670
96.899414	-50.063652
97.572327	-55.726715
98.245239	-57.456852
98.918152	-54.181648
99.591064	-53.747101
100.263977	-56.197582
100.936890	-57.859512
101.609802	-58.346325
102.282715	-54.163723
102.955627	-49.529716
103.628540	-48.836037
104.301453	-49.588169
104.974365	-52.349659
105.647278	-53.197132
106.320190	-55.700485
106.993103	-57.674679
107.666016	-57.352810
108.338928	-57.877754
109.011841	-58.866760
109.684753	-56.994854
110.357666	-56.301342
111.030579	-56.593033
111.703491	-56.701004
112.376404	-57.035313
113.049316	-58.606106
113.722229	-58.993034
114.395142	-59.149940
115.068054	-59.065468
115.740967	-57.848682
116.413879	-57.630451
117.086792	-57.845516
117.759705	-58.815807
118.432617	-59.385197
119.105530	-59.277748
119.778442	-58.371284
120.451355	-57.739567
121.124268	-57.917221
121.797180	-58.133038
122.470093	-59.372009
123.143005	-60.342457
123.815918	-60.521793
124.488831	-61.382233
125.161743	-60.323486
125.834656	-59.436886
126.507568	-58.163574
127.180481	-57.228588
127.853394	-56.638733
128.526306	-55.785851
129.199219	-55.598522
129.872131	-56.045277
130.545044	-56.204369
131.217957	-55.616322
131.890869	-55.286934
132.563782	-55.173000
133.236694	-54.061142
133.909607	-51.954224
134.582520	-51.152447
135.255432	-48.106148
135.928345	-46.794857
136.601257	-46.559006
137.274170	-44.263809
137.947083	-43.355381
138.619995	-44.426533
139.292908	-46.531551
139.965820	-49.559101
140.638733	-51.722515
141.311646	-53.952785
141.984558	-54.317539
142.657471	-53.600300
143.330383	-53.893215
144.003296	-54.075497
144.676208	-54.106838
145.349121	-55.208656
146.022034	-56.328304
146.694946	-57.365334
147.367859	-57.208233
148.040771	-56.220905
148.713684	-54.909683
149.386597	-54.916355
150.059509	-55.401875
150.732422	-54.506382
151.405334	-53.542927
152.078247	-52.023102
152.751160	-51.133308
153.424072	-46.062126
154.096985	-43.670822
154.769897	-40.561272
155.442810	-39.130569
156.115723	-39.748173
156.788635	-42.011295
157.461548	-45.175663
158.134460	-48.706924
158.807373	-52.536076
159.480286	-53.503532
160.153198	-52.303837
160.826111	-52.407898
161.499023	-52.757687
162.171936	-51.565281
162.844849	-49.270470
163.517761	-48.822323
164.190674	-50.372292
164.863586	-51.285297
165.536499	-52.453335
166.209412	-54.194962
166.882324	-54.699409
167.555237	-55.886578
168.228149	-55.468391
168.901062	-55.368694
169.573975	-54.885376
170.246887	-54.544846
170.919800	-54.012859
171.592712	-53.695950
172.265625	-53.095184
172.938538	-52.729485
173.611450	-53.513760
174.284363	-53.482407
174.957275	-53.565788
175.630188	-53.994652
176.303101	-55.965271
176.976013	-56.996868
177.648926	-56.205750
178.321838	-55.496265
178.994751	-55.124874
179.667664	-55.281452
180.340576	-55.252594
181.013489	-55.098419
181.686401	-54.469677
182.359314	-53.497143
183.032227	-53.190083
183.705139	-51.686089
184.378052	-49.997715
185.050964	-49.126064
185.723877	-50.176491
186.396790	-52.269218
187.069702	-53.877384
187.742615	-54.622841
188.415527	-54.259056
189.088440	-53.937675
189.761353	-53.579163
190.434265	-53.925468
191.107178	-54.523693
191.780090	-54.737392
192.453003	-53.975475
193.125916	-52.914505
193.798828	-53.758442
194.471741	-54.630367
195.144653	-54.894707
195.817566	-54.910255
196.490479	-54.591087
197.163391	-53.960342
197.836304	-53.380131
198.509216	-53.372997
199.182129	-53.813076
199.855042	-54.351547
200.527954	-54.625759
201.200867	-54.441662
201.873779	-53.957787
202.546692	-53.072739
203.219604	-51.987339
203.892517	-51.343613
204.565430	-50.100891
205.238342	-46.963402
205.911255	-43.491505
206.584167	-41.116234
207.257080	-39.233772
207.929993	-39.028297
208.602905	-40.360649
209.275818	-42.699345
209.948730	-45.722958
210.621643	-47.859226
211.294556	-48.962105
211.967468	-49.538055
212.640381	-50.479393
213.313293	-51.214939
213.986206	-51.758228
214.659119	-52.149384
215.332031	-52.424778
216.004944	-53.003456
216.677856	-54.458321
217.350769	-56.326859
218.023682	-58.728413
218.696594	-58.764103
219.369507	-56.748394
220.042419	-55.895699
220.715332	-55.575256
221.388245	-54.275120
222.061157	-54.237450
222.734070	-54.404675
223.406982	-55.108749
224.079895	-56.146641
224.752808	-56.978771
225.425720	-57.043484
226.098633	-57.509853
226.771545	-58.037861
227.444458	-58.064106
228.117371	-58.075600
228.790283	-57.361492
229.463196	-55.657242
230.136108	-54.978920
230.809021	-54.649403
231.481934	-54.963184
232.154846	-54.165344
232.827759	-53.491280
233.500671	-53.417675
234.173584	-53.504089
234.846497	-54.733807
235.519409	-55.188011
236.192322	-55.727428
236.865234	-55.672394
237.538147	-55.675480
238.211060	-55.747856
238.883972	-55.187832
239.556885	-55.496693
240.229797	-54.908546
240.902710	-55.740398
241.575623	-56.263569
242.248535	-56.467678
242.921448	-56.332417
243.594360	-56.295025
244.267273	-56.184864
244.940186	-56.515999
245.613098	-56.979805
246.286011	-56.641487
246.958923	-55.563591
247.631836	-54.835869
248.304749	-54.300625
248.977661	-55.080547
249.650574	-55.220364
250.323486	-55.788940
250.996399	-56.574062
251.669312	-56.645649
252.342224	-56.234528
253.015137	-55.198528
253.688049	-54.515327
254.360962	-53.960899
255.033875	-53.217171
255.706787	-53.375378
256.379700	-54.758205
257.052612	-55.379868
257.725525	-55.245239
258.398438	-55.092331
259.071350	-54.557827
259.744263	-53.182587
260.417175	-51.554031
261.090088	-49.525574
261.763000	-48.212696
262.435913	-46.873039
263.108826	-46.105747
263.781738	-46.356945
264.454651	-47.083096
265.127563	-47.311043
265.800476	-47.343159
266.473389	-47.396465
267.146301	-47.496059
267.819214	-47.412189
268.492126	-47.118340
269.165039	-47.186035
269.837952	-47.350315
270.510864	-47.972858
271.183777	-47.560234
271.856689	-46.108208
272.529602	-45.207790
273.202515	-44.956978
273.875427	-44.068001
274.548340	-42.893955
275.221252	-41.471630
275.894165	-40.164906
276.567078	-39.697487
277.239990	-39.245495
277.912903	-39.383228
278.585815	-40.840080
279.258728	-43.657238
279.931641	-45.350754
280.604553	-44.691097
281.277466	-45.214462
281.950378	-45.192585
282.623291	-46.060074
283.296204	-47.830418
283.969116	-48.654434
284.642029	-49.510162
285.314941	-50.252708
285.987854	-50.714417
286.660767	-50.150280
287.333679	-50.474121
288.006592	-50.138752
288.679504	-50.403740
289.352417	-50.995495
290.025330	-51.078476
290.698242	-51.179188
291.371155	-50.938396
292.044067	-51.632088
292.716980	-52.348438
293.389893	-51.970284
294.062805	-51.639969
294.735718	-52.323700
295.408630	-52.425827
296.081543	-52.568592
296.754456	-52.077530
297.427368	-51.988380
298.100281	-51.800640
298.773193	-50.817688
299.446106	-50.782494
300.119019	-49.835461
300.791931	-48.389362
301.464844	-46.605011
302.137756	-46.368347
302.810669	-46.964176
303.483582	-46.899971
304.156494	-46.668579
304.829407	-47.047428
305.502319	-46.535019
306.175232	-45.606468
306.848145	-44.352684
307.521057	-41.536312
308.193970	-39.289497
308.866882	-36.881145
309.539795	-33.991058
310.212708	-31.411562
310.885620	-29.751547
311.558533	-29.415470
312.231445	-31.275162
312.904358	-34.439339
313.577271	-37.510361
314.250183	-39.935116
314.923096	-42.336102
315.596008	-43.017185
316.268921	-43.522694
316.941833	-43.939186
317.614746	-43.745468
318.287659	-42.622974
318.960571	-43.340874
319.633484	-44.396580
320.306396	-44.556767
320.979309	-45.565140
321.652222	-46.043530
322.325134	-45.811543
322.998047	-44.978256
323.670959	-44.696030
324.343872	-44.203003
325.016785	-43.598030
325.689697	-43.749416
326.362610	-44.364471
327.035522	-43.372940
327.708435	-42.568279
328.381348	-42.474461
329.054260	-42.976398
329.727173	-42.670002
330.400085	-43.278683
331.072998	-44.048641
331.745911	-44.741982
332.418823	-46.068378
333.091736	-46.641850
333.764648	-46.342579
334.437561	-46.194000
335.110474	-46.315025
335.783386	-46.318081
336.456299	-45.433723
337.129211	-45.524826
337.802124	-46.016647
338.475037	-46.347584
339.147949	-46.512463
339.820862	-46.060062
340.493774	-46.033691
341.166687	-45.949184
341.839600	-45.320454
342.512512	-46.050354
343.185425	-46.842506
343.858337	-47.061039
344.531250	-47.628704
345.204163	-46.941036
345.877075	-46.511765
346.549988	-46.629486
347.222900	-46.876320
347.895813	-46.831829
348.568726	-46.318443
349.241638	-46.463940
349.914551	-47.016029
350.587463	-47.099068
351.260376	-47.186947
351.933289	-47.016628
352.606201	-46.729130
353.279114	-47.181477
353.952026	-47.638496
354.624939	-47.446198
355.297852	-47.929802
355.970764	-47.683975
356.643677	-47.241428
357.316589	-46.606049
357.989502	-46.733948
358.662415	-47.342937
359.335327	-47.540249
360.008240	-48.092953
360.681152	-48.232235
361.354065	-47.658436
362.026978	-47.215988
362.699890	-47.444363
363.372803	-47.204613
364.045715	-47.333824
364.718628	-47.636070
365.391541	-47.158535
366.064453	-46.561886
366.737366	-45.783516
367.410278	-44.991535
368.083191	-43.886791
368.756104	-42.417946
369.429016	-41.995651
370.101929	-41.588280
370.774841	-40.122116
371.447754	-39.780079
372.120667	-40.086704
372.793579	-40.151241
373.466492	-42.222477
374.139404	-44.037754
374.812317	-44.570644
375.485229	-44.558392
376.158142	-43.920418
376.831055	-43.295170
377.503967	-43.517406
378.176880	-44.577354
378.849792	-45.145084
379.522705	-45.321884
380.195618	-45.685047
380.868530	-45.864086
381.541443	-45.219425
382.214355	-44.769501
382.887268	-44.956409
383.560181	-44.060242
384.233093	-43.745693
384.906006	-44.104145
385.578918	-44.708023
386.251831	-45.031693
386.924744	-45.708607
387.597656	-46.633076
388.270569	-46.876152
388.943481	-47.161713
389.616394	-46.857639
390.289307	-46.128017
390.962219	-46.102692
391.635132	-46.044987
392.308044	-46.617920
392.980957	-47.623089
393.653870	-48.283508
394.326782	-48.484306
394.999695	-48.183815
395.672607	-47.716911
396.345520	-47.428886
397.018433	-47.191578
397.691345	-47.444740
398.364258	-47.546402
399.037170	-47.542679
399.710083	-47.896458
400.382996	-48.432537
401.055908	-49.006039
401.728821	-48.115395
402.401733	-48.095814
403.074646	-47.762676
403.747559	-47.419987
404.420471	-46.812538
405.093384	-46.250607
405.766296	-46.520718
406.439209	-46.820057
407.112122	-46.217564
407.785034	-45.474854
408.457947	-44.653740
409.130859	-43.748497
409.803772	-43.312386
410.476685	-42.413300
411.149597	-39.045494
411.822510	-36.582233
412.495422	-34.654060
413.168335	-33.299309
413.841248	-31.662960
414.514160	-30.328499
415.187073	-30.116285
415.859985	-29.694731
416.532898	-31.169592
417.205811	-34.603779
417.878723	-37.254787
418.551636	-39.320435
419.224548	-40.648880
419.897461	-41.978428
420.570374	-42.294453
421.243286	-43.826309
421.916199	-45.442959
422.589111	-46.275333
423.262024	-46.478737
423.934937	-46.288235
424.607849	-45.330826
425.280762	-44.983433
425.953674	-45.418224
426.626587	-46.039482
427.299500	-46.131657
427.972412	-46.198269
428.645325	-46.319950
429.318237	-45.967636
429.991150	-45.924114
430.664062	-46.387306
431.336975	-47.000378
432.009888	-47.189457
432.682800	-47.171139
433.355713	-47.015709
434.028625	-47.133251
434.701538	-47.405331
435.374451	-47.518147
436.047363	-47.358669
436.720276	-47.279629
437.393188	-47.035572
438.066101	-46.557766
438.739014	-46.306118
439.411926	-46.684460
440.084839	-46.909817
440.757751	-46.499714
441.430664	-46.387550
442.103577	-46.614616
442.776489	-46.609684
443.449402	-46.942860
444.122314	-47.572021
444.795227	-47.944473
445.468140	-47.567471
446.141052	-47.488712
446.813965	-46.907185
447.486877	-46.572647
448.159790	-46.639141
448.832703	-47.097824
449.505615	-47.913467
450.178528	-49.062321
450.851440	-50.450012
451.524353	-51.033314
452.197266	-51.515583
452.870178	-51.726906
453.543091	-51.499271
454.216003	-52.062778
454.888916	-53.163746
455.561829	-53.337708
456.234741	-53.079342
456.907654	-53.451530
457.580566	-53.776283
458.253479	-53.976368
458.926392	-54.164841
459.599304	-54.929626
460.272217	-55.239914
460.945129	-55.033588
461.618042	-54.420231
462.290955	-54.401577
462.963867	-54.554741
463.636780	-54.200577
464.309692	-53.383080
464.982605	-51.986389
465.655518	-48.863060
466.328430	-48.533104
467.001343	-50.904598
467.674255	-49.845192
468.347168	-51.121861
469.020081	-52.971188
469.692993	-53.753822
470.365906	-54.290249
471.038818	-54.528950
471.711731	-55.573895
472.384644	-56.124222
473.057556	-56.003948
473.730469	-56.451210
474.403381	-55.992619
475.076294	-56.520306
475.749207	-57.427319
476.422119	-58.007931
477.095032	-58.818516
477.767944	-59.618332
478.440857	-59.279980
479.113770	-58.892033
479.786682	-58.612190
480.459595	-58.578548
481.132507	-58.401714
481.805420	-58.069363
482.478333	-57.414616
483.151245	-57.424404
483.824158	-56.682453
484.497070	-56.663593
485.169983	-57.153755
485.842896	-57.569187
486.515808	-57.232449
487.188721	-57.152290
487.861633	-57.850433
488.534546	-57.805008
489.207458	-57.790722
489.880371	-57.488647
490.553284	-57.334229
491.226196	-57.822006
491.899109	-57.890194
492.572021	-58.817047
493.244934	-58.972519
493.917847	-59.037960
494.590759	-59.401859
495.263672	-59.002377
495.936584	-59.124111
496.609497	-58.694763
497.282410	-58.670986
497.955322	-58.737076
498.628235	-59.287281
499.301147	-59.512825
499.974060	-59.317730
500.646973	-59.721470
501.319885	-59.762432
501.992798	-59.162422
502.665710	-58.992023
503.338623	-58.750950
504.011536	-58.887802
504.684448	-58.770733
505.357361	-58.706772
506.030273	-58.324764
506.703186	-57.675098
507.376099	-56.774673
508.049011	-56.181679
508.721924	-56.537415
509.394836	-56.882526
510.067749	-57.336716
510.740662	-57.718269
511.413574	-57.718975
512.086487	-57.584946
512.759399	-57.299755
513.432312	-56.612606
514.105225	-56.174042
514.778137	-55.534000
515.451050	-54.925190
516.123962	-55.073235
516.796875	-55.316360
517.469788	-55.389542
518.142700	-54.568844
518.815613	-53.789753
519.488525	-51.375282
520.161438	-45.383808
520.834351	-47.344238
521.507263	-52.124744
522.180176	-53.112389
522.853088	-53.323307
523.526001	-53.646774
524.198914	-53.315895
524.871826	-52.930340
525.544739	-53.338711
526.217651	-53.433228
526.890564	-52.883804
527.563477	-52.407795
528.236389	-52.126629
528.909302	-51.923016
529.582214	-52.167744
530.255127	-52.560040
530.928040	-52.140961
531.600952	-52.243279
532.273865	-53.455746
532.946777	-53.340714
533.619690	-52.523651
534.292603	-52.928585
534.965515	-53.340935
535.638428	-53.253891
536.311340	-53.198574
536.984253	-53.682243
537.657166	-54.189278
538.330078	-54.185471
539.002991	-54.295162
539.675903	-54.186604
540.348816	-53.927410
541.021729	-53.130524
541.694641	-52.627525
542.367554	-52.164848
543.040466	-51.278709
543.713379	-50.840424
544.386292	-51.502903
545.059204	-51.849525
545.732117	-51.099583
546.405029	-51.133911
547.077942	-50.174259
547.750854	-49.421852
548.423767	-49.027889
549.096680	-48.429638
549.769592	-47.829597
550.442505	-48.119183
551.115417	-48.370171
551.788330	-47.804676
552.461243	-46.599850
553.134155	-44.973812
553.807068	-44.207790
554.479980	-43.247990
555.152893	-41.522961
555.825806	-40.883015
556.498718	-41.416527
557.171631	-43.080624
557.844543	-45.096916
558.517456	-46.622692
559.190369	-48.070786
559.863281	-49.323723
560.536194	-49.211750
561.209106	-48.926514
561.882019	-49.889328
562.554932	-50.511471
563.227844	-50.791008
563.900757	-51.638157
564.573669	-52.890804
565.246582	-53.810268
565.919495	-54.670712
566.592407	-55.076309
567.265320	-54.774765
567.938232	-54.875603
568.611145	-56.553654
569.284058	-56.730232
569.956970	-56.342251
570.629883	-57.123993
571.302795	-57.728161
571.975708	-57.432232
572.648621	-58.511307
573.321533	-59.321209
573.994446	-59.647930
574.667358	-60.654240
575.340271	-61.380417
576.013184	-60.620041
576.686096	-60.331062
577.359009	-61.597622
578.031921	-61.074947
578.704834	-61.080242
579.377747	-61.447445
580.050659	-61.493027
580.723572	-62.583462
581.396484	-62.812984
582.069397	-61.673267
582.742310	-61.192547
583.415222	-60.979725
584.088135	-61.038109
584.761047	-60.662067
585.433960	-60.515026
586.106873	-60.809986
586.779785	-60.310760
587.452698	-60.859295
588.125610	-60.535820
588.798523	-60.962193
589.471436	-61.358788
590.144348	-61.833679
590.817261	-61.211239
591.490173	-62.068558
592.163086	-62.061924
592.835999	-62.230019
593.508911	-62.264198
594.181824	-61.656464
594.854736	-61.615887
595.527649	-60.927505
596.200562	-61.137188
596.873474	-61.295494
597.546387	-60.817707
598.219299	-60.511856
598.892212	-60.340153
599.565125	-60.683846
600.238037	-60.440895
600.910950	-60.046707
601.583862	-59.411350
602.256775	-59.361786
602.929688	-58.717194
603.602600	-58.972649
604.275513	-58.530659
604.948425	-58.341160
605.621338	-58.740131
606.294250	-58.467888
606.967163	-58.723602
607.640076	-58.393978
608.312988	-58.495216
608.985901	-58.321209
609.658813	-57.762875
610.331726	-57.845749
611.004639	-58.043720
611.677551	-57.919559
612.350464	-57.318085
613.023376	-56.958118
613.696289	-55.751305
614.369202	-55.483162
615.042114	-55.344090
615.715027	-55.017025
616.387939	-54.301414
617.060852	-52.997223
617.733765	-51.769875
618.406677	-49.502895
619.079590	-47.905041
619.752502	-46.011154
620.425415	-43.636292
621.098328	-42.426880
621.771240	-40.839649
622.444153	-39.734856
623.117065	-39.069778
623.789978	-40.521446
624.462891	-40.601120
625.135803	-42.742184
625.808716	-45.293079
626.481628	-46.667122
627.154541	-47.936710
627.827454	-48.896103
628.500366	-49.565857
629.173279	-50.412415
629.846191	-51.095993
630.519104	-51.537491
631.192017	-51.743816
631.864929	-53.003132
632.537842	-53.876392
633.210754	-54.647869
633.883667	-53.739525
634.556580	-54.377193
635.229492	-54.840252
635.902405	-54.738419
636.575317	-55.377724
637.248230	-54.937637
637.921143	-54.963066
638.594055	-55.210377
639.266968	-55.514133
639.939880	-56.076550
640.612793	-55.614033
641.285706	-55.859440
641.958618	-55.792477
642.631531	-55.724003
643.304443	-55.279346
643.977356	-55.187160
644.650269	-55.201801
645.323181	-55.524017
645.996094	-55.814209
646.669006	-56.405056
647.341919	-56.646919
648.014832	-56.068161
648.687744	-56.004246
649.360657	-56.176777
650.033569	-55.592373
650.706482	-55.910362
651.379395	-55.851028
652.052307	-55.542992
652.725220	-55.588974
653.398132	-55.115562
654.071045	-54.441853
654.743958	-53.239735
655.416870	-53.345875
656.089783	-54.338749
656.762695	-54.753323
657.435608	-55.079582
658.108521	-54.720600
658.781433	-54.730972
659.454346	-55.675793
660.127258	-55.228458
660.800171	-55.382229
661.473083	-54.373676
662.145996	-55.080017
662.818909	-55.177612
663.491821	-54.510490
664.164734	-54.460335
664.837646	-54.231384
665.510559	-54.757961
666.183472	-54.877480
666.856384	-54.229847
667.529297	-54.681747
668.202209	-55.489529
668.875122	-55.355049
669.548035	-56.170135
670.220947	-55.477715
670.893860	-55.773380
671.566772	-55.667793
672.239685	-55.136543
672.912598	-55.703720
673.585510	-55.835873
674.258423	-56.359051
674.931335	-56.375515
675.604248	-55.750084
676.277161	-55.487827
676.950073	-55.182571
677.622986	-55.251648
678.295898	-55.433342
678.968811	-55.204288
679.641724	-55.404392
680.314636	-55.050896
680.987549	-54.655045
681.660461	-54.635555
682.333374	-54.856377
683.006287	-55.758781
683.679199	-56.491783
684.352112	-56.308800
685.025024	-55.775898
685.697937	-55.723400
686.370850	-55.458942
687.043762	-54.885456
687.716675	-53.351139
688.389587	-53.525627
689.062500	-55.152416
689.735413	-54.478336
690.408325	-53.536510
691.081238	-54.290554
691.754150	-55.652534
692.427063	-55.442451
693.099976	-55.193836
693.772888	-54.586903
694.445801	-54.521671
695.118713	-54.600567
695.791626	-54.820728
696.464539	-55.529362
697.137451	-55.661285
697.810364	-55.883171
698.483276	-55.275864
699.156189	-54.707336
699.829102	-54.492939
700.502014	-54.652847
701.174927	-54.913971
701.847839	-55.402859
702.520752	-55.334774
703.193665	-55.065929
703.866577	-55.195873
704.539490	-55.227276
705.212402	-54.977684
705.885315	-55.256226
706.558228	-55.543163
707.231140	-55.917336
707.904053	-56.040703
708.576965	-56.298950
709.249878	-56.535980
709.922791	-56.321518
710.595703	-56.279888
711.268616	-56.373932
711.941528	-55.948799
712.614441	-55.633793
713.287354	-55.507622
713.960266	-55.878422
714.633179	-56.433319
715.306091	-57.142132
715.979004	-57.276836
716.651917	-56.827660
717.324829	-56.604492
717.997742	-56.600937
718.670654	-56.579540
719.343567	-56.516258
720.016479	-57.118637
720.689392	-57.928173
721.362305	-57.974937
722.035217	-57.835110
722.708130	-57.939354
723.381042	-57.971344
724.053955	-57.844040
724.726868	-57.277630
725.399780	-56.190899
726.072693	-55.444176
726.745605	-55.425819
727.418518	-56.332325
728.091431	-56.725403
728.764343	-56.429337
729.437256	-57.568020
730.110168	-58.347557
730.783081	-58.281757
731.455994	-57.764229
732.128906	-57.451496
732.801819	-57.134617
733.474731	-56.537468
734.147644	-56.006794
734.820557	-55.605289
735.493469	-55.717178
736.166382	-55.553478
736.839294	-55.653793
737.512207	-56.127811
738.185120	-56.235458
738.858032	-56.252613
739.530945	-53.463085
740.203857	-52.996689
740.876770	-52.662876
741.549683	-50.020977
742.222595	-48.973827
742.895508	-48.815849
743.568420	-50.905880
744.241333	-52.282093
744.914246	-51.634735
745.587158	-51.932743
746.260071	-52.012753
746.932983	-51.063454
747.605896	-51.017799
748.278809	-52.737453
748.951721	-53.652225
749.624634	-54.567120
750.297546	-55.032829
750.970459	-55.297977
751.643372	-55.745209
752.316284	-55.494869
752.989197	-54.858154
753.662109	-55.416656
754.335022	-56.054699
755.007935	-57.425167
755.680847	-58.466103
756.353760	-58.210537
757.026672	-57.385437
757.699585	-56.784122
758.372498	-56.867069
759.045410	-57.503349
759.718323	-58.872696
760.391235	-58.385326
761.064148	-58.119873
761.737061	-58.163116
762.409973	-58.109329
763.082886	-59.119888
763.755798	-59.681759
764.428711	-59.170078
765.101624	-57.952457
765.774536	-57.566509
766.447449	-57.396149
767.120361	-57.717869
767.793274	-58.849144
768.466187	-59.357601
769.139099	-58.863495
769.812012	-58.494598
770.484924	-58.489952
771.157837	-58.121361
771.830750	-58.068375
772.503662	-58.182316
773.176575	-58.571072
773.849487	-58.225136
774.522400	-56.894165
775.195312	-54.148853
775.868225	-53.388565
776.541138	-52.761841
777.214050	-52.950966
777.886963	-51.134228
778.559875	-52.615433
779.232788	-53.054512
779.905701	-52.178551
780.578613	-52.167168
781.251526	-54.024082
781.924438	-55.254940
782.597351	-54.706963
783.270264	-55.132553
783.943176	-56.502220
784.616089	-56.796665
785.289001	-57.164185
785.961914	-58.418747
786.634827	-58.007557
787.307739	-57.634102
787.980652	-57.205635
788.653564	-56.805851
789.326477	-56.854362
789.999390	-57.475681
790.672302	-57.639095
791.345215	-57.828201
792.018127	-58.296253
792.691040	-58.903625
793.363953	-58.881195
794.036865	-58.512180
794.709778	-58.532810
795.382690	-58.243031
796.055603	-57.946987
796.728516	-58.234306
797.401428	-58.071171
798.074341	-57.889774
798.747253	-57.777454
799.420166	-57.808868
800.093079	-57.989830
800.765991	-57.709240
801.438904	-57.318958
802.111816	-57.510735
802.784729	-58.012100
803.457642	-58.524391
804.130554	-59.118122
804.803467	-59.536991
805.476379	-59.849636
806.149292	-59.542686
806.822205	-59.482883
807.495117	-59.663239
808.168030	-59.431568
808.840942	-59.473820
809.513855	-58.859982
810.186768	-58.473530
810.859680	-57.579655
811.532593	-57.601868
812.205505	-57.547508
812.878418	-57.874146
813.551331	-57.193493
814.224243	-57.328533
814.897156	-56.984108
815.570068	-56.325737
816.242981	-55.767689
816.915894	-56.592949
817.588806	-57.381855
818.261719	-57.035160
818.934631	-56.288406
819.607544	-56.127991
820.280457	-55.876976
820.953369	-55.882862
821.626282	-55.644409
822.299194	-54.702038
822.972107	-53.289463
823.645020	-52.050358
824.317932	-50.965580
824.990845	-50.691181
825.663757	-50.321167
826.336670	-49.435608
827.009583	-47.464275
827.682495	-45.835117
828.355408	-44.627476
829.028320	-42.883316
829.701233	-42.695797
830.374146	-42.652481
831.047058	-42.670769
831.719971	-43.281567
832.392883	-43.491364
833.065796	-44.223209
833.738708	-45.737766
834.411621	-46.148430
835.084534	-46.499401
835.757446	-46.776890
836.430359	-47.537346
837.103271	-48.682266
837.776184	-49.441986
838.449097	-50.337921
839.122009	-51.325310
839.794922	-53.266010
840.467834	-54.559708
841.140747	-54.563686
841.813660	-54.745373
842.486572	-54.837917
843.159485	-55.163738
843.832397	-54.971378
844.505310	-55.133091
845.178223	-55.753582
845.851135	-55.904953
846.524048	-55.368504
847.196960	-55.007164
847.869873	-55.334492
848.542786	-55.516609
849.215698	-55.816326
849.888611	-56.074455
850.561523	-56.162659
851.234436	-56.465508
851.907349	-56.615616
852.580261	-56.652882
853.253174	-57.008488
853.926086	-57.711258
