Frequency (Hz)	Level (dB)
76.712036	-57.855053
77.384949	-58.140629
78.057861	-58.755058
78.730774	-58.823105
79.403687	-58.347164
80.076599	-57.487823
80.749512	-57.079365
81.422424	-57.008629
82.095337	-57.486130
82.768250	-58.086952
83.441162	-58.343349
84.114075	-58.261944
84.786987	-57.901184
85.459900	-57.745972
86.132812	-57.371368
86.805725	-57.196514
87.478638	-57.652912
88.151550	-57.752888
88.824463	-57.488804
89.497375	-57.779991
90.170288	-57.860458
90.843201	-58.025593
91.516113	-58.321537
92.189026	-58.049755
92.861938	-57.449013
93.534851	-57.017117
94.207764	-56.897186
94.880676	-57.174431
95.553589	-56.888409
96.226501	-56.220150
96.899414	-56.223179
97.572327	-56.758499
98.245239	-57.392200
98.918152	-53.214165
99.591064	-49.381828
100.263977	-53.538475
100.936890	-56.778366
101.609802	-56.874531
102.282715	-57.095463
102.955627	-57.249207
103.628540	-57.110363
104.301453	-57.506645
104.974365	-57.518372
105.647278	-57.251934
106.320190	-57.199356
106.993103	-56.546024
107.666016	-55.560833
108.338928	-55.585106
109.011841	-54.375233
109.684753	-53.642941
110.357666	-51.966454
111.030579	-50.686584
111.703491	-51.276604
112.376404	-50.950771
113.049316	-50.548119
113.722229	-49.623516
114.395142	-48.540623
115.068054	-48.858021
115.740967	-48.778641
116.413879	-48.124619
117.086792	-47.935707
117.759705	-47.558334
118.432617	-47.860210
119.105530	-48.158169
119.778442	-47.854740
120.451355	-48.769917
121.124268	-48.265785
121.797180	-46.992035
122.470093	-45.219494
123.143005	-46.026192
123.815918	-46.681976
124.488831	-44.932690
125.161743	-42.820675
125.834656	-44.217022
126.507568	-45.697685
127.180481	-45.636131
127.853394	-44.882832
128.526306	-44.773808
129.199219	-45.335384
129.872131	-43.743713
130.545044	-41.586365
131.217957	-42.229084
131.890869	-45.178318
132.563782	-44.999691
133.236694	-44.268570
133.909607	-42.784546
134.582520	-43.040394
135.255432	-43.987244
135.928345	-44.612305
136.601257	-44.924641
137.274170	-43.881531
137.947083	-43.141449
138.619995	-42.113602
139.292908	-42.580540
139.965820	-42.842499
140.638733	-41.410179
141.311646	-40.231884
141.984558	-40.656631
142.657471	-39.829453
143.330383	-38.306545
144.003296	-38.693760
144.676208	-36.826672
145.349121	-35.725719
146.022034	-35.181988
146.694946	-34.016216
147.367859	-32.883213
148.040771	-31.970768
148.713684	-34.457844
149.386597	-38.460068
150.059509	-40.988018
150.732422	-40.554554
151.405334	-40.357300
152.078247	-40.028534
152.751160	-39.560005
153.424072	-38.956375
154.096985	-38.808170
154.769897	-39.030659
155.442810	-39.530125
156.115723	-40.321564
156.788635	-41.339169
157.461548	-41.341206
158.134460	-41.055302
158.807373	-40.628624
159.480286	-40.331169
160.153198	-40.667156
160.826111	-40.527176
161.499023	-40.329548
162.171936	-39.563740
162.844849	-39.046593
163.517761	-38.210526
164.190674	-37.735249
164.863586	-36.445347
165.536499	-35.296253
166.209412	-34.975864
166.882324	-34.655098
167.555237	-35.235550
168.228149	-35.858353
168.901062	-37.119953
169.573975	-38.601833
170.246887	-37.648422
170.919800	-36.835503
171.592712	-37.328945
172.265625	-37.982327
172.938538	-38.208145
173.611450	-36.991299
174.284363	-35.922455
174.957275	-35.618813
175.630188	-35.942135
176.303101	-36.372749
176.976013	-36.114418
177.648926	-35.223503
178.321838	-37.412704
178.994751	-38.562019
179.667664	-38.088188
180.340576	-39.716751
181.013489	-40.760799
181.686401	-41.057480
182.359314	-40.862999
183.032227	-40.394051
183.705139	-40.197037
184.378052	-40.014282
185.050964	-39.902992
185.723877	-40.393921
186.396790	-40.715508
187.069702	-40.791050
187.742615	-40.626411
188.415527	-40.685261
189.088440	-40.554474
189.761353	-40.519848
190.434265	-40.769558
191.107178	-39.920174
191.780090	-38.462772
192.453003	-37.564625
193.125916	-37.739559
193.798828	-37.276134
194.471741	-35.536682
195.144653	-34.096416
195.817566	-32.576538
196.490479	-30.105375
197.163391	-28.669649
197.836304	-30.171896
198.509216	-32.738640
199.182129	-34.337070
199.855042	-35.167137
200.527954	-36.817482
201.200867	-38.043579
201.873779	-39.310432
202.546692	-39.135643
203.219604	-39.860691
203.892517	-40.923176
204.565430	-41.410263
205.238342	-41.820339
205.911255	-42.091999
206.584167	-41.299217
207.257080	-41.312965
207.929993	-41.352741
208.602905	-41.395706
209.275818	-40.910557
209.948730	-40.914093
210.621643	-41.261570
211.294556	-42.247906
211.967468	-43.352661
212.640381	-43.254978
213.313293	-43.315132
213.986206	-42.964108
214.659119	-43.032284
215.332031	-42.957245
216.004944	-42.475468
216.677856	-41.836586
217.350769	-40.993462
218.023682	-41.142723
218.696594	-40.266964
219.369507	-38.900406
220.042419	-37.045403
220.715332	-35.630802
221.388245	-35.913578
222.061157	-35.006416
222.734070	-33.736938
223.406982	-35.098660
224.079895	-38.459415
224.752808	-41.446648
225.425720	-42.432171
226.098633	-43.543713
226.771545	-44.224552
227.444458	-43.153027
228.117371	-42.756058
228.790283	-42.453407
229.463196	-42.393253
230.136108	-42.645378
230.809021	-42.470303
231.481934	-42.346184
232.154846	-42.812965
232.827759	-43.264618
233.500671	-43.152020
234.173584	-42.477589
234.846497	-42.823395
235.519409	-43.455521
236.192322	-43.613468
236.865234	-43.582073
237.538147	-42.670986
238.211060	-42.162804
238.883972	-41.247700
239.556885	-40.360439
240.229797	-40.325699
240.902710	-40.202465
241.575623	-39.460815
242.248535	-38.947639
242.921448	-38.389366
243.594360	-37.634926
244.267273	-37.221146
244.940186	-36.709667
245.613098	-36.089436
246.286011	-35.443024
246.958923	-34.919464
247.631836	-35.028030
248.304749	-34.856228
248.977661	-33.406731
249.650574	-32.998672
250.323486	-32.661022
250.996399	-32.341335
251.669312	-31.947981
252.342224	-31.300865
253.015137	-30.497940
253.688049	-30.328577
254.360962	-31.012381
255.033875	-31.468895
255.706787	-30.948380
256.379700	-30.092022
257.052612	-29.616455
257.725525	-30.098589
258.398438	-30.813009
259.071350	-32.397743
259.744263	-32.499294
260.417175	-31.610357
261.090088	-30.579737
261.763000	-30.101110
262.435913	-29.167332
263.108826	-27.905367
263.781738	-28.153696
264.454651	-28.101059
265.127563	-29.283974
265.800476	-30.766239
266.473389	-32.215267
267.146301	-33.340576
267.819214	-34.538239
268.492126	-35.129520
269.165039	-35.907360
269.837952	-36.646149
270.510864	-36.343266
271.183777	-36.673031
271.856689	-37.108547
272.529602	-37.799805
273.202515	-38.251717
273.875427	-38.281517
274.548340	-38.630089
275.221252	-39.656166
275.894165	-39.352810
276.567078	-39.540680
277.239990	-39.613926
277.912903	-39.914082
278.585815	-39.937206
279.258728	-39.992954
279.931641	-40.119286
280.604553	-39.840481
281.277466	-40.078568
281.950378	-39.818085
282.623291	-39.452194
283.296204	-39.616806
283.969116	-39.066864
284.642029	-39.132618
285.314941	-38.060390
285.987854	-37.956120
286.660767	-36.890041
287.333679	-36.872177
288.006592	-36.732975
288.679504	-36.282673
289.352417	-36.277515
290.025330	-35.569759
290.698242	-34.926342
291.371155	-34.613400
292.044067	-33.605106
292.716980	-32.859573
293.389893	-32.345482
294.062805	-31.551756
294.735718	-30.507498
295.408630	-28.447971
296.081543	-26.741428
296.754456	-25.034910
297.427368	-25.291935
298.100281	-27.222198
298.773193	-30.453371
299.446106	-32.717144
300.119019	-34.177456
300.791931	-36.807583
301.464844	-37.613682
302.137756	-38.036060
302.810669	-38.908634
303.483582	-39.790253
304.156494	-40.026051
304.829407	-39.945076
305.502319	-40.034252
306.175232	-40.125053
306.848145	-40.018784
307.521057	-40.397732
308.193970	-40.826225
308.866882	-41.089703
309.539795	-41.639961
310.212708	-41.754852
310.885620	-42.009674
311.558533	-42.136482
312.231445	-41.505833
312.904358	-41.316593
313.577271	-41.725101
314.250183	-42.111210
314.923096	-41.783974
315.596008	-41.743538
316.268921	-41.770096
316.941833	-41.363499
317.614746	-41.047340
318.287659	-40.825806
318.960571	-41.087833
319.633484	-41.501633
320.306396	-41.433788
320.979309	-41.508816
321.652222	-41.447311
322.325134	-41.511223
322.998047	-41.106426
323.670959	-41.211582
324.343872	-40.896427
325.016785	-41.162251
325.689697	-41.130299
326.362610	-40.407299
327.035522	-40.221699
327.708435	-40.408840
328.381348	-40.306374
329.054260	-39.982967
329.727173	-39.505615
330.400085	-38.832222
331.072998	-38.745750
331.745911	-38.366882
332.418823	-38.196609
333.091736	-37.492870
333.764648	-37.441666
334.437561	-37.107189
335.110474	-36.979767
335.783386	-37.198280
336.456299	-37.432087
337.129211	-37.829582
337.802124	-37.808533
338.475037	-37.859512
339.147949	-38.041653
339.820862	-37.185020
340.493774	-36.456852
341.166687	-36.448391
341.839600	-36.244820
342.512512	-36.193371
343.185425	-36.311951
343.858337	-36.191151
344.531250	-35.376835
345.204163	-35.534554
345.877075	-35.450260
346.549988	-35.460075
347.222900	-35.661358
347.895813	-35.844017
348.568726	-35.163174
349.241638	-34.187790
349.914551	-33.556660
350.587463	-33.603958
351.260376	-33.342064
351.933289	-32.665554
352.606201	-32.397049
353.279114	-32.944153
353.952026	-33.744396
354.624939	-34.506638
355.297852	-35.726467
355.970764	-36.171227
356.643677	-34.979324
357.316589	-36.095482
357.989502	-37.277668
358.662415	-37.800522
359.335327	-38.405434
360.008240	-38.875149
360.681152	-39.309143
361.354065	-39.312813
362.026978	-39.169147
362.699890	-38.986397
363.372803	-39.514915
364.045715	-39.860603
364.718628	-40.443508
365.391541	-40.704311
366.064453	-40.647766
366.737366	-40.784737
367.410278	-41.122711
368.083191	-41.003418
368.756104	-40.922382
369.429016	-40.815975
370.101929	-38.531704
370.774841	-35.531906
371.447754	-36.582493
372.120667	-39.505676
372.793579	-40.703262
373.466492	-40.798790
374.139404	-41.703030
374.812317	-41.877354
375.485229	-41.025730
376.158142	-40.638783
376.831055	-40.456066
377.503967	-40.641254
378.176880	-41.002224
378.849792	-40.657413
379.522705	-41.241528
380.195618	-42.327236
380.868530	-41.546661
381.541443	-40.923492
382.214355	-40.216770
382.887268	-40.335976
383.560181	-40.413578
384.233093	-40.308971
384.906006	-39.929745
385.578918	-39.432339
386.251831	-39.205669
386.924744	-38.471733
387.597656	-38.029591
388.270569	-37.559853
388.943481	-37.405849
389.616394	-37.225620
390.289307	-36.100124
390.962219	-35.126350
391.635132	-34.965607
392.308044	-34.166618
392.980957	-32.536030
393.653870	-30.980524
394.326782	-30.015182
394.999695	-28.925619
395.672607	-26.767708
396.345520	-26.371971
397.018433	-27.282240
397.691345	-28.315042
398.364258	-28.833023
399.037170	-30.049471
399.710083	-32.031502
400.382996	-32.332081
401.055908	-33.419952
401.728821	-34.539433
402.401733	-35.521580
403.074646	-36.169476
403.747559	-36.406364
404.420471	-37.140190
405.093384	-37.933575
405.766296	-38.339130
406.439209	-37.977432
407.112122	-38.145081
407.785034	-38.755482
408.457947	-38.771976
409.130859	-39.196781
409.803772	-40.327282
410.476685	-40.708580
411.149597	-40.542694
411.822510	-40.182232
412.495422	-40.708843
413.168335	-41.416306
413.841248	-42.137676
414.514160	-42.479900
415.187073	-42.005680
415.859985	-41.922539
416.532898	-41.822422
417.205811	-41.953751
417.878723	-41.993000
418.551636	-42.865955
419.224548	-43.075027
419.897461	-42.750687
420.570374	-42.462337
421.243286	-42.359646
421.916199	-42.619427
422.589111	-43.210091
423.262024	-43.174946
423.934937	-42.702629
424.607849	-43.433857
425.280762	-43.861202
425.953674	-43.509106
426.626587	-43.228088
427.299500	-42.431751
427.972412	-42.105877
428.645325	-42.208138
429.318237	-42.547413
429.991150	-41.940468
430.664062	-41.473301
431.336975	-42.036777
432.009888	-42.040871
432.682800	-41.523327
433.355713	-41.722233
434.028625	-42.495083
434.701538	-43.236633
435.374451	-41.477005
436.047363	-40.978134
436.720276	-40.597729
437.393188	-40.359596
438.066101	-40.007225
438.739014	-39.461292
439.411926	-39.493996
440.084839	-39.205486
440.757751	-39.058125
441.430664	-38.990105
442.103577	-38.717773
442.776489	-39.178158
443.449402	-38.549599
444.122314	-35.828545
444.795227	-33.337326
445.468140	-34.280838
446.141052	-36.770901
446.813965	-38.369137
447.486877	-39.300457
448.159790	-39.239147
448.832703	-40.572533
449.505615	-41.604034
450.178528	-41.651264
450.851440	-41.696217
451.524353	-41.799862
452.197266	-41.810814
452.870178	-42.111588
453.543091	-41.332531
454.216003	-40.818409
454.888916	-41.009682
455.561829	-41.716198
456.234741	-41.966339
456.907654	-42.259445
457.580566	-42.459118
458.253479	-43.068588
458.926392	-43.410023
459.599304	-43.048801
460.272217	-42.734661
460.945129	-42.792652
461.618042	-42.662659
462.290955	-42.990414
462.963867	-43.312302
463.636780	-43.292702
464.309692	-42.971416
464.982605	-42.645252
465.655518	-42.247650
466.328430	-42.329250
467.001343	-42.301342
467.674255	-41.941029
468.347168	-41.265976
469.020081	-40.993061
469.692993	-41.472332
470.365906	-42.175480
471.038818	-41.755001
471.711731	-41.173309
472.384644	-40.868885
473.057556	-40.446968
473.730469	-40.132450
474.403381	-39.843971
475.076294	-39.564114
475.749207	-39.373104
476.422119	-39.239681
477.095032	-38.823929
477.767944	-38.955261
478.440857	-39.757931
479.113770	-39.920589
479.786682	-40.536240
480.459595	-40.253460
481.132507	-39.492519
481.805420	-39.275650
482.478333	-39.253204
483.151245	-39.536400
483.824158	-39.517303
484.497070	-38.877483
485.169983	-38.567657
485.842896	-39.194469
486.515808	-38.988461
487.188721	-38.146385
487.861633	-36.848713
488.534546	-37.505100
489.207458	-37.963413
489.880371	-38.431381
490.553284	-38.075378
491.226196	-37.545597
491.899109	-37.605263
492.572021	-37.077606
493.244934	-37.219364
493.917847	-38.360840
494.590759	-38.500290
495.263672	-37.727077
495.936584	-36.937904
496.609497	-37.134315
497.282410	-37.142105
497.955322	-37.233582
498.628235	-38.075108
499.301147	-38.159607
499.974060	-37.737167
500.646973	-38.234791
501.319885	-38.082542
501.992798	-37.955223
502.665710	-38.006927
503.338623	-38.096188
504.011536	-37.974571
504.684448	-37.763268
505.357361	-38.006763
506.030273	-38.322495
506.703186	-38.171684
507.376099	-37.861931
508.049011	-37.804207
508.721924	-38.575474
509.394836	-38.952885
510.067749	-38.596500
510.740662	-37.950211
511.413574	-38.142849
512.086487	-38.286137
512.759399	-38.133152
513.432312	-37.777206
514.105225	-37.338539
514.778137	-36.472912
515.451050	-36.793709
516.123962	-36.881027
516.796875	-36.418385
517.469788	-35.921543
518.142700	-34.953938
518.815613	-34.770142
519.488525	-33.748295
520.161438	-31.916853
520.834351	-32.357464
521.507263	-33.155178
522.180176	-32.500969
522.853088	-32.162785
523.526001	-32.771790
524.198914	-32.209030
524.871826	-31.504381
525.544739	-31.199934
526.217651	-31.445255
526.890564	-32.171181
527.563477	-32.685299
528.236389	-32.426422
528.909302	-32.629139
529.582214	-32.469681
530.255127	-33.303566
530.928040	-35.062248
531.600952	-35.336983
532.273865	-34.733330
532.946777	-35.595047
533.619690	-35.904694
534.292603	-36.103817
534.965515	-36.149635
535.638428	-36.037617
536.311340	-35.823486
536.984253	-36.242702
537.657166	-36.716763
538.330078	-37.431141
539.002991	-37.722950
539.675903	-37.125660
540.348816	-37.304024
541.021729	-36.972134
541.694641	-37.507904
542.367554	-38.626778
543.040466	-38.538155
543.713379	-38.688259
544.386292	-38.170486
545.059204	-38.068645
545.732117	-39.073719
546.405029	-40.566898
547.077942	-40.405964
547.750854	-41.015594
548.423767	-41.204445
549.096680	-40.767960
549.769592	-40.776089
550.442505	-40.896717
551.115417	-41.086292
551.788330	-42.035938
552.461243	-41.294292
553.134155	-41.007492
553.807068	-41.258362
554.479980	-40.872955
555.152893	-39.530666
555.825806	-39.774673
556.498718	-40.573738
557.171631	-41.460815
557.844543	-41.082237
558.517456	-41.075912
559.190369	-41.244694
559.863281	-41.558277
560.536194	-41.450676
561.209106	-41.124813
561.882019	-41.023445
562.554932	-41.186897
563.227844	-41.385571
563.900757	-41.289768
564.573669	-41.185417
565.246582	-41.182751
565.919495	-41.520962
566.592407	-41.206081
567.265320	-40.938522
567.938232	-41.817490
568.611145	-41.314861
569.284058	-41.028419
569.956970	-40.970554
570.629883	-40.831596
571.302795	-40.823853
571.975708	-40.518822
572.648621	-40.391998
573.321533	-40.783539
573.994446	-40.163143
574.667358	-40.135075
575.340271	-39.662586
576.013184	-39.191959
576.686096	-39.153927
577.359009	-39.251030
578.031921	-38.756683
578.704834	-38.630051
579.377747	-38.478619
580.050659	-38.736191
580.723572	-38.560379
581.396484	-37.849392
582.069397	-37.334206
582.742310	-36.249680
583.415222	-35.877609
584.088135	-35.754250
584.761047	-34.849552
585.433960	-34.407963
586.106873	-34.393555
586.779785	-33.685238
587.452698	-32.636288
588.125610	-32.239353
588.798523	-32.444420
589.471436	-31.799299
590.144348	-30.872726
590.817261	-29.680916
591.490173	-28.508844
592.163086	-27.925741
592.835999	-27.049873
593.508911	-26.220055
594.181824	-26.608835
594.854736	-27.617573
595.527649	-28.713533
596.200562	-29.628275
596.873474	-31.556215
597.546387	-32.249393
598.219299	-32.961670
598.892212	-33.975300
599.565125	-35.517712
600.238037	-36.462036
600.910950	-36.597412
601.583862	-37.162300
602.256775	-36.803410
602.929688	-37.483929
603.602600	-37.707561
604.275513	-38.046196
604.948425	-37.746471
605.621338	-39.314621
606.294250	-39.121178
606.967163	-38.852665
607.640076	-39.456905
608.312988	-38.831532
608.985901	-38.484180
609.658813	-38.653557
610.331726	-39.578903
611.004639	-39.437466
611.677551	-40.259186
612.350464	-40.741982
613.023376	-40.475864
613.696289	-41.324905
614.369202	-41.793816
615.042114	-41.728951
615.715027	-41.677345
616.387939	-41.610245
617.060852	-41.674667
617.733765	-41.276657
618.406677	-41.760246
619.079590	-41.676300
619.752502	-42.246788
620.425415	-42.115784
621.098328	-42.178864
621.771240	-42.619114
622.444153	-42.429153
623.117065	-42.108269
623.789978	-42.387653
624.462891	-42.974838
625.135803	-43.283169
625.808716	-42.505920
626.481628	-43.083183
627.154541	-42.790257
627.827454	-42.420631
628.500366	-42.274563
629.173279	-42.292633
629.846191	-42.335407
630.519104	-42.628658
631.192017	-42.106617
631.864929	-41.346504
632.537842	-41.121983
633.210754	-41.960434
633.883667	-41.714310
634.556580	-40.516968
635.229492	-40.475071
635.902405	-40.825710
636.575317	-40.107056
637.248230	-40.587460
637.921143	-40.998447
638.594055	-41.051910
639.266968	-41.043949
639.939880	-41.298683
640.612793	-41.685200
641.285706	-40.968338
641.958618	-40.768181
642.631531	-41.485786
643.304443	-40.846611
643.977356	-41.527748
644.650269	-41.320221
645.323181	-41.354431
645.996094	-41.756077
646.669006	-41.810417
647.341919	-42.665741
648.014832	-41.856888
648.687744	-41.480698
649.360657	-41.295563
650.033569	-41.135334
650.706482	-41.579556
651.379395	-41.226845
652.052307	-40.953159
652.725220	-40.461212
653.398132	-40.286079
654.071045	-39.785152
654.743958	-39.826977
655.416870	-40.311752
656.089783	-39.603302
656.762695	-39.037182
657.435608	-39.570576
658.108521	-40.690094
658.781433	-40.196545
659.454346	-40.523724
660.127258	-40.419384
660.800171	-40.547924
661.473083	-39.672459
662.145996	-39.056328
662.818909	-38.855171
663.491821	-38.734066
664.164734	-38.825550
664.837646	-38.624420
665.510559	-39.050323
666.183472	-39.085316
666.856384	-38.643250
667.529297	-38.140236
668.202209	-38.793522
668.875122	-39.529648
669.548035	-39.971664
670.220947	-40.433727
670.893860	-40.667713
671.566772	-40.564564
672.239685	-39.786430
672.912598	-39.847813
673.585510	-41.205059
674.258423	-41.467148
674.931335	-41.720417
675.604248	-42.166664
676.277161	-42.177155
676.950073	-41.946754
677.622986	-42.349949
678.295898	-42.594921
678.968811	-41.100540
679.641724	-40.669804
680.314636	-40.875332
680.987549	-41.075161
681.660461	-40.860237
682.333374	-40.384857
683.006287	-40.427269
683.679199	-41.070171
684.352112	-41.086460
685.025024	-41.817017
685.697937	-41.850193
686.370850	-41.971798
687.043762	-41.495922
687.716675	-40.529060
688.389587	-40.441723
689.062500	-41.208324
689.735413	-40.531761
690.408325	-39.852657
691.081238	-40.038158
691.754150	-40.681988
692.427063	-39.580021
693.099976	-39.162518
693.772888	-39.425892
694.445801	-40.069031
695.118713	-39.932453
695.791626	-39.937115
696.464539	-38.474964
697.137451	-38.393127
697.810364	-39.271671
698.483276	-38.663727
699.156189	-38.604858
699.829102	-35.773022
700.502014	-35.975735
701.174927	-37.990696
701.847839	-37.398510
702.520752	-37.399509
703.193665	-36.514099
703.866577	-36.876724
704.539490	-37.071552
705.212402	-36.079697
705.885315	-36.861149
706.558228	-37.661224
707.231140	-39.426094
707.904053	-38.829250
708.576965	-38.303173
709.249878	-39.760082
709.922791	-39.083675
710.595703	-39.407639
711.268616	-39.687401
711.941528	-39.698734
712.614441	-39.935074
713.287354	-40.750893
713.960266	-40.105110
714.633179	-40.070469
715.306091	-41.269051
715.979004	-40.087639
716.651917	-40.739040
717.324829	-41.897999
717.997742	-41.053127
718.670654	-41.649471
719.343567	-42.671902
720.016479	-41.500820
720.689392	-41.546482
721.362305	-41.028709
722.035217	-41.980583
722.708130	-42.788460
723.381042	-43.304943
724.053955	-42.808708
724.726868	-42.881489
725.399780	-43.309261
726.072693	-43.740372
726.745605	-43.945747
727.418518	-42.894020
728.091431	-43.448940
728.764343	-43.176426
729.437256	-42.998871
730.110168	-43.325306
730.783081	-43.518673
731.455994	-43.088673
732.128906	-42.470535
732.801819	-43.028412
733.474731	-42.417122
734.147644	-43.192963
734.820557	-43.473999
735.493469	-42.817959
736.166382	-43.473061
736.839294	-43.892704
737.512207	-42.833939
738.185120	-43.610188
738.858032	-44.164753
739.530945	-43.775383
740.203857	-43.387394
740.876770	-42.440708
741.549683	-41.765900
742.222595	-42.471569
742.895508	-42.775852
743.568420	-42.530029
744.241333	-43.470150
744.914246	-43.406353
745.587158	-43.887295
746.260071	-44.475166
746.932983	-44.512356
747.605896	-43.472149
748.278809	-43.974110
748.951721	-44.998215
749.624634	-44.714790
750.297546	-45.045231
750.970459	-44.679447
751.643372	-43.657833
752.316284	-43.436882
752.989197	-44.434303
753.662109	-43.977993
754.335022	-44.002071
755.007935	-43.540451
755.680847	-44.057522
756.353760	-44.163578
757.026672	-44.619625
757.699585	-45.124840
758.372498	-45.253410
759.045410	-44.863609
759.718323	-44.399410
760.391235	-45.517376
761.064148	-46.372707
761.737061	-46.229767
762.409973	-47.141975
763.082886	-47.946514
763.755798	-47.732182
764.428711	-46.787277
765.101624	-46.601051
765.774536	-46.225739
766.447449	-45.881359
767.120361	-45.882389
767.793274	-45.919090
768.466187	-45.460869
769.139099	-45.113777
769.812012	-45.644062
770.484924	-45.625797
771.157837	-44.912785
771.830750	-44.771320
772.503662	-44.823616
773.176575	-44.708000
773.849487	-44.399559
774.522400	-44.143009
775.195312	-44.363735
775.868225	-43.550327
776.541138	-43.950008
777.214050	-43.048317
777.886963	-42.520271
778.559875	-42.815678
779.232788	-42.579803
779.905701	-41.991421
780.578613	-41.155239
781.251526	-41.470787
781.924438	-41.234989
782.597351	-41.229729
783.270264	-40.883186
783.943176	-40.423256
784.616089	-40.593361
785.289001	-40.746437
785.961914	-40.077362
786.634827	-39.943478
787.307739	-39.563389
787.980652	-39.399433
788.653564	-39.448704
789.326477	-39.634457
789.999390	-39.575989
790.672302	-39.923874
791.345215	-40.367405
792.018127	-38.973820
792.691040	-38.618164
793.363953	-40.084316
794.036865	-39.968952
794.709778	-40.882565
795.382690	-40.878422
796.055603	-41.736111
796.728516	-42.674797
797.401428	-42.917454
798.074341	-44.024815
798.747253	-43.816826
799.420166	-43.619076
800.093079	-43.771965
800.765991	-44.226933
801.438904	-44.940327
802.111816	-45.631104
802.784729	-45.242733
803.457642	-44.462170
804.130554	-45.379658
804.803467	-46.276112
805.476379	-45.489174
806.149292	-45.348061
806.822205	-45.714581
807.495117	-45.555038
808.168030	-45.288708
808.840942	-46.694065
809.513855	-47.162643
810.186768	-46.023838
810.859680	-45.835129
811.532593	-46.861073
812.205505	-47.693554
812.878418	-47.579216
813.551331	-48.199577
814.224243	-47.626408
814.897156	-46.998329
815.570068	-46.746662
816.242981	-45.021805
816.915894	-39.465866
817.588806	-37.721375
818.261719	-41.038189
818.934631	-45.275414
819.607544	-47.062134
820.280457	-48.865639
820.953369	-50.168118
821.626282	-49.410831
822.299194	-49.765903
822.972107	-49.462296
823.645020	-48.738556
824.317932	-49.736164
824.990845	-49.109795
825.663757	-50.087578
826.336670	-49.548725
827.009583	-49.769012
827.682495	-49.844849
828.355408	-50.101688
829.028320	-49.755829
829.701233	-49.147305
830.374146	-49.974926
831.047058	-50.030746
831.719971	-50.913551
832.392883	-50.255653
833.065796	-50.460876
833.738708	-49.909134
834.411621	-49.844173
835.084534	-50.069447
835.757446	-50.074959
836.430359	-50.284531
837.103271	-50.063709
837.776184	-50.785797
838.449097	-51.151867
839.122009	-51.200649
839.794922	-51.252293
840.467834	-50.777439
841.140747	-50.952457
841.813660	-51.623257
842.486572	-51.742275
843.159485	-52.057816
843.832397	-51.343910
844.505310	-51.616886
845.178223	-52.367977
845.851135	-52.041874
846.524048	-51.425114
847.196960	-50.915752
847.869873	-50.564682
848.542786	-51.349098
849.215698	-52.050282
849.888611	-52.337246
850.561523	-51.677483
851.234436	-51.370502
851.907349	-51.914577
852.580261	-52.344223
853.253174	-51.882317
853.926086	-51.540424
